experiment,reader,max_len,virtual_max_len,model_name,rank,likelihood,viability,sparcity,similarity,feasibility,delta,cf_num_zeros,result_outcome,source_outcome,target_outcome,cf,fa,run.duration_sec,run.mask,run.short_name,run.full_name,run.no,wrapper.type,wrapper.max_len,gen.vocab_len,gen.max_len,gen.feature_len,gen.ft_mode,gen.model,viab.data_distribution,viab.vocab_len,viab.max_len,viab.measure_mask,viab.type,instance.no,iteration.no,row.no
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,12,0.4529862701892853,2.1693722360081806,0.9025816861637758,0.9333322156362392,6.309006723732749e-13,0.3334583342075348,50,0,1,0,16 > 01 > 05 > 06 > 04 > 03 > 02 > 08 > 07 > 09 > 03 > 02 > 02 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,39
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,11,0.45281901955604553,2.1698594188567686,0.9023799919322307,0.934132583204734,3.212285110102691e-13,0.3333468437194824,46,0,1,0,16 > 01 > 05 > 06 > 04 > 02 > 03 > 08 > 09 > 03 > 02 > 03 > 02 > 03 > 02 > 03 > 02 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,40
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,10,0.45345693826675415,2.170407921255944,0.9020774505849133,0.9345583776120726,1.325630801246395e-12,0.33377209305763245,53,0,1,0,16 > 01 > 05 > 06 > 07 > 02 > 03 > 04 > 08 > 09 > 02 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,41
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,9,0.45293349027633667,2.170955621100611,0.8993545784590561,0.9381779049762414,5.189227076123928e-13,0.3334231376647949,49,0,1,0,16 > 01 > 05 > 06 > 03 > 02 > 09 > 02 > 03 > 03 > 02 > 03 > 02 > 02 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,42
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,8,0.45299121737480164,2.1714041802537,0.9002622025010085,0.9376803652870633,2.630749184504126e-12,0.33346161246299744,55,0,1,0,16 > 01 > 05 > 06 > 03 > 02 > 09 > 02 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,43
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,7,0.45345693826675415,2.172362210748104,0.9021782977006858,0.9364118199884601,1.325630801246395e-12,0.33377209305763245,53,0,1,0,16 > 01 > 05 > 06 > 07 > 03 > 04 > 02 > 08 > 09 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,44
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,6,0.4528287947177887,2.1728410813797785,0.904901169826543,0.9345865411249267,2.2310780093283556e-13,0.3333533704280853,43,0,1,0,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 03 > 03 > 02 > 03 > 02 > 02 > 03 > 02 > 03 > 03 > 02 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,45
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,5,0.4529862701892853,2.1747889833640945,0.9028842275110932,0.9384464216448355,6.309006723732749e-13,0.3334583342075348,50,0,1,0,16 > 01 > 05 > 06 > 03 > 04 > 02 > 07 > 08 > 09 > 03 > 02 > 02 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,46
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,4,0.45293349027633667,2.175885153971106,0.909439290036305,0.9330227262694871,5.189227076123928e-13,0.3334231376647949,49,0,1,0,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 03 > 02 > 03 > 02 > 03 > 03 > 02 > 15 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,47
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,3,0.45298439264297485,2.1880585253113107,0.9139774102460669,0.9406240325544647,7.848788677208612e-13,0.3334570825099945,51,0,1,0,16 > 01 > 05 > 06 > 07 > 03 > 04 > 02 > 08 > 09 > 03 > 02 > 02 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,48
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,2,0.45293349027633667,2.2006156011178795,0.918313836224284,0.9488786272282816,5.189227076123928e-13,0.3334231376647949,49,0,1,0,16 > 01 > 05 > 06 > 07 > 02 > 03 > 04 > 08 > 09 > 09 > 03 > 02 > 02 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,49
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,1,0.4537728428840637,2.201490782943731,0.922448567970956,0.9450595089018254,1.0034586658294206e-12,0.3339827060699463,52,0,1,0,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 03 > 02 > 02 > 02 > 03 > 04 > 04 > 02 > 03 > 03 > 02 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,3,50
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,50,0.45293349027633667,2.210738459313923,0.9259782170229931,0.951986497230444,5.189227076123928e-13,0.33277374505996704,49,0,0,1,16 > 01 > 05 > 03 > 02 > 04 > 06 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 02 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,1
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,49,0.45299115777015686,2.210860500707987,0.9264824526018556,0.9515658580476534,2.630749184504126e-12,0.33281219005584717,55,0,0,1,16 > 01 > 05 > 06 > 08 > 03 > 04 > 02 > 09 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,2
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,48,0.45298439264297485,2.2121057463511766,0.926986688180718,0.9523113682645067,7.848788677208612e-13,0.3328076899051666,51,0,0,1,16 > 01 > 05 > 06 > 04 > 02 > 03 > 07 > 08 > 09 > 09 > 02 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,3
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,47,0.4529862701892853,2.213857010375577,0.9266841468334006,0.9543639219388383,6.309006723732749e-13,0.3328089416027069,50,0,0,1,16 > 01 > 05 > 06 > 04 > 03 > 02 > 08 > 07 > 09 > 03 > 02 > 02 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,4
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,46,0.45345693826675415,2.2141998133851772,0.9274909237595805,0.9535861891714664,1.325630801246395e-12,0.33312270045280457,53,0,0,1,16 > 02 > 01 > 05 > 06 > 07 > 02 > 03 > 04 > 08 > 09 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,5
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,45,0.4527662694454193,2.214515222821939,0.9286002420330779,0.9532527262151242,1.822302258263254e-12,0.3326622545719147,54,0,0,1,16 > 01 > 05 > 03 > 04 > 02 > 06 > 07 > 08 > 09 > 03 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,6
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,44,0.4537728428840637,2.21502906102889,0.9293061718434853,0.952389575719283,1.0034586658294206e-12,0.3333333134651184,52,0,0,1,16 > 01 > 05 > 06 > 07 > 04 > 02 > 03 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,7
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,43,0.4529862701892853,2.2161377713228196,0.9291044776119403,0.9542243521075419,6.309006723732749e-13,0.3328089416027069,50,0,0,1,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 09 > 03 > 02 > 04 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,8
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,42,0.45345693826675415,2.217149073801766,0.932129891085115,0.951896482262521,1.325630801246395e-12,0.33312270045280457,53,0,0,1,16 > 01 > 05 > 06 > 08 > 03 > 02 > 09 > 02 > 03 > 07 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,9
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,41,0.4529861509799957,2.217728231664422,0.9318273497377975,0.9530920297302536,6.309006723732749e-13,0.33280885219573975,50,0,0,1,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 02 > 03 > 09 > 02 > 03 > 09 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,10
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,40,0.4527662694454193,2.2182370129631703,0.9274909237595805,0.9580838346298529,1.822302258263254e-12,0.3326622545719147,54,0,0,1,16 > 01 > 05 > 06 > 04 > 03 > 02 > 08 > 09 > 03 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,11
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,39,0.45276620984077454,2.2214098988922526,0.9331383622428399,0.9556093118779981,1.822302258263254e-12,0.3326622247695923,54,0,0,1,16 > 01 > 05 > 02 > 04 > 03 > 06 > 07 > 08 > 09 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,12
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,38,0.45299115777015686,2.221481919739723,0.93152480839048,0.9571449212907648,2.630749184504126e-12,0.33281219005584717,55,0,0,1,16 > 01 > 05 > 06 > 02 > 04 > 03 > 07 > 08 > 09 > 09 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,13
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,37,0.4537729322910309,2.221683810284082,0.9304154901169827,0.9579349470963328,1.0034586658294206e-12,0.3333333730697632,52,0,0,1,16 > 01 > 05 > 06 > 04 > 02 > 03 > 07 > 08 > 09 > 03 > 02 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,14
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,36,0.4531351923942566,2.2223929375119535,0.9336425978217023,0.9558421265476331,4.037522733855609e-12,0.3329082131385803,56,0,0,1,16 > 01 > 05 > 06 > 07 > 03 > 02 > 04 > 08 > 09 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,15
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,35,0.45293349027633667,2.2227900521740627,0.936062928600242,0.9539533785133347,5.189227076123928e-13,0.33277374505996704,49,0,0,1,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 03 > 02 > 03 > 02 > 03 > 03 > 02 > 15 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,16
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,34,0.45293349027633667,2.222861193373226,0.9325332795482049,0.9575541687645348,5.189227076123928e-13,0.33277374505996704,49,0,0,1,16 > 01 > 05 > 06 > 02 > 04 > 03 > 07 > 08 > 09 > 02 > 03 > 03 > 03 > 02 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,17
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,33,0.45345693826675415,2.2233292216174925,0.932129891085115,0.9580766300782473,1.325630801246395e-12,0.33312270045280457,53,0,0,1,16 > 01 > 05 > 06 > 03 > 04 > 02 > 07 > 08 > 09 > 03 > 02 > 09 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,18
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,32,0.4527662694454193,2.2236128380843185,0.9328358208955224,0.9581147626150592,1.822302258263254e-12,0.3326622545719147,54,0,0,1,16 > 01 > 05 > 06 > 07 > 02 > 03 > 04 > 08 > 09 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,19
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,31,0.45345693826675415,2.223705015392714,0.9348527632109722,0.9557295517276115,1.325630801246395e-12,0.33312270045280457,53,0,0,1,16 > 01 > 05 > 06 > 02 > 03 > 04 > 07 > 08 > 09 > 03 > 09 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,20
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,30,0.4527662694454193,2.223709172492192,0.9322307382008874,0.9588161797175676,1.822302258263254e-12,0.3326622545719147,54,0,0,1,16 > 01 > 05 > 06 > 03 > 04 > 02 > 09 > 07 > 08 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,21
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,29,0.45298436284065247,2.2239877325336144,0.9376764824526018,0.9535035899773833,7.848788677208612e-13,0.33280766010284424,51,0,0,1,16 > 01 > 05 > 06 > 03 > 02 > 07 > 08 > 09 > 02 > 03 > 09 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,22
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,28,0.45313507318496704,2.224630648821501,0.9343485276321097,0.9573739974537407,4.037522733855609e-12,0.33290812373161316,56,0,0,1,16 > 01 > 05 > 06 > 03 > 02 > 04 > 09 > 03 > 02 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,23
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,27,0.45345693826675415,2.224830534798612,0.9369705526421944,0.9547372817022874,1.325630801246395e-12,0.33312270045280457,53,0,0,1,16 > 01 > 05 > 06 > 07 > 03 > 04 > 02 > 08 > 09 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,24
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,26,0.45313507318496704,2.225161614855133,0.9338442920532473,0.9584091990662351,4.037522733855609e-12,0.33290812373161316,56,0,0,1,16 > 01 > 05 > 06 > 03 > 02 > 09 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,25
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,25,0.45298439264297485,2.2254383726864333,0.9371722468737395,0.9554584359067424,7.848788677208612e-13,0.3328076899051666,51,0,0,1,16 > 01 > 05 > 06 > 04 > 02 > 03 > 07 > 08 > 09 > 09 > 02 > 03 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,26
1,OutcomeSepsisReader75,68,77,CaseBasedGenerator,24,0.4527662694454193,2.2260549932500107,0.9371722468737395,0.956220491802534,1.822302258263254e-12,0.3326622545719147,54,0,0,1,16 > 01 > 05 > 06 > 04 > 03 > 02 > 07 > 08 > 09 > 02 > 03 > 10 > 17,16 > 01 > 05 > 06 > 03 > 02 > 04 > 07 > 08 > 09 > 02 > 03 > 02 > 03 > 10 > 17,51.88965940475464,1111,CBG_CBGW_IM,CaseBasedGenerator_CaseBasedGeneratorWrapper_ImprovementMeasure,1,CaseBasedGeneratorWrapper,68,18,68,74,1,CaseBasedGenerator,123,18,68,1111,ImprovementMeasure,1,4,27
